IDProducto,Descripcion_Articulo,Descripcion_Articulo_Largo,Cod_Familia,Val_MonedaNacional,Val_MonedaExtranjera,Codigo_Marca,Descripcion_Marca,Tipo_Presentacion,Descripcion_Tipo_Presentacion,Codigo_Empresa,Codigo_UnidadMedida,Descripcion_UnidadMedida
2008,MANTEQUILLERO VILLARICA VERDE MATE,MANTEQUILLERO VILLARICA VERDE MATE,212,25.6,8.9825,NULL,Villa Rica,NULL,Loza,NULL,UNI,UNIDADES
2009,PORTAVASOS X6 REDONDO MADERA,PORTAVASOS X6 REDONDO MADERA,212,26.3,9.2281,NULL,La Vyzcania,NULL,Madera,NULL,UNI,UNIDADES
2010,LECHERO 1000 ML VERDE VILLA RICA,LECHERO 1000 ML VERDE VILLA RICA,212,35.6,12.4912,NULL,Villa Rica,NULL,Vidrio,NULL,UNI,UNIDADES
2011,LECHERO 500ML VILLARICA CREMA MATE,LECHERO 500ML VILLARICA CREMA MATE,212,41.6,14.5965,NULL,Villa Rica,NULL,Vidrio,NULL,UNI,UNIDADES
2012,CREMERO VILLARICA AMARILLO MATE,CREMERO VILLARICA AMARILLO MATE,212,16.9,5.9298,NULL,Villa Rica,NULL,Estandar,NULL,UNI,UNIDADES
2013,AZAFATE CHICO P/BOCADITOS IRONWOOD,AZAFATE CHICO P/BOCADITOS IRONWOOD,213,42.9,15.0526,NULL,Ironwood,NULL,Mediano,NULL,UNI,UNIDADES
2014,AZAFATE GRANDE IRONWOOD,AZAFATE GRANDE IRONWOOD,213,65.5,22.9825,NULL,Ironwood,NULL,Grande,NULL,UNI,UNIDADES
2015,BANDEJA CON 6 POSAVASOS LA VYZCAINA,BANDEJA CON 6 POSAVASOS LA VYZCAINA,213,59,20.7018,NULL,La Vyzcania,NULL,Grande,NULL,UNI,UNIDADES
2016,COPAS NEKTAR X 4 PZAS 12 OZ 45194,COPAS NEKTAR X 4 PZAS 12 OZ 45194,214,68.9,24.1754,NULL,Nektar,NULL,Grande,NULL,UNI,UNIDADES
2017,SET X6 COPAS GALLANT V.TINTO 8OZ NADIR,SET X6 COPAS GALLANT V.TINTO 8OZ NADIR,214,85.6,30.0351,NULL,Gallant,NULL,Vino,NULL,UNI,UNIDADES
2018,COPAS CHAMPAGNE X 6 GOURMET,COPAS CHAMPAGNE X 6 GOURMET,214,96.42,33.8316,NULL,Gourmet,NULL,Champagne,NULL,UNI,UNIDADES
2019,VASOS TORO WHISKYX6PZAS PASABAHCE,VASOS TORO WHISKYX6PZAS PASABAHCE,214,19.99,7.014,NULL,Toro,NULL,Wisky,NULL,UNI,UNIDADES
2020,COPA DE VIDRIO GALLANT PARA VINO,COPA DE VIDRIO GALLANT PARA VINO,214,13.5,4.7368,NULL,GALLANT,NULL,Vino,NULL,UNI,UNIDADES
2021,COPA DE CRISTAL GALLANT PARA VINO,COPA DE CRISTAL GALLANT PARA VINO,214,24.5,8.5965,NULL,GALLANT,NULL,Vino,NULL,UNI,UNIDADES
2022,COPA DE VIDRIO PULIDO GALLANT PARA VINO,COPA DE VIDRIO PULIDO GALLANT PARA VINO,214,11.99,4.207,NULL,GALLANT,NULL,Vino,NULL,UNI,UNIDADES
2023,COPA DE VIDRIO REPUJADO GALLANT PARA VINO,COPA DE VIDRIO REPUJADO GALLANT PARA VINO,214,75.6,26.5263,NULL,GALLANT,NULL,Vino,NULL,UNI,UNIDADES
2024,VASOS GALLANT WHISKYX6PZAS REAL,VASOS GALLANT WHISKYX6PZAS REAL,214,69.99,24.5579,NULL,GALLANT,NULL,Wisky,NULL,UNI,UNIDADES
2025,VASOS GALLANT WHISKYX6PZAS BRAMEL,VASOS GALLANT WHISKYX6PZAS BRAMEL,214,79.99,28.0667,NULL,GALLANT,NULL,Wisky,NULL,UNI,UNIDADES
2026,VASOS GALLANT WHISKYX6PZAS GOLD,VASOS GALLANT WHISKYX6PZAS GOLD,214,100,35.0877,NULL,GALLANT,NULL,Wisky,NULL,UNI,UNIDADES
2027,COPA HIGHBALL NORMAL,COPA HIGHBALL NORMAL,214,75.6,26.5263,NULL,HIGHBALL,NULL,Wisky,NULL,UNI,UNIDADES
2028,COPA HIGHBALL STATUS,COPA HIGHBALL STATUS,214,85.6,30.0351,NULL,HIGHBALL,NULL,Wisky,NULL,UNI,UNIDADES
2029,COPA HIGHBALL PREMIUM,COPA HIGHBALL PREMIUM,214,105.6,37.0526,NULL,HIGHBALL,NULL,Wisky,NULL,UNI,UNIDADES
2030,JGO DE COPAS P/HELADO TROPIC X6LUMINARC,JGO DE COPAS P/HELADO TROPIC X6LUMINARC,214,45.6,16,NULL,Tropic,NULL,Helado,NULL,UNI,UNIDADES
2031,CUBIERTOS X20 SANSEA SPRITZ UTICA 12A20,CUBIERTOS X20 SANSEA SPRITZ UTICA 12A20,215,99.99,35.0842,NULL,Spiritz,NULL,Estandar,NULL,UNI,UNIDADES
2032,CUCHARA POSTRE BLIST X3 MOD 510 FACUSA,CUCHARA POSTRE BLIST X3 MOD 510 FACUSA,215,12.6,4.4211,NULL,Facusa,NULL,Estandar,NULL,UNI,UNIDADES
2033,JGO.2 PZ.ENSALADERA INOXIDABL124300 ILKO,JGO.2 PZ.ENSALADERA INOXIDABL124300 ILKO,215,55.3,19.4035,NULL,Ilko,NULL,Estandar,NULL,UNI,UNIDADES
2034,CUBIERTOS X 20 SAN SOUCI UTICA 13A20,CUBIERTOS X 20 SAN SOUCI UTICA 13A20,215,78.6,27.5789,NULL,San Souci,NULL,Acero,NULL,UNI,UNIDADES
2035,PLATO PAN BLANCO 32001 CORELLE,PLATO PAN BLANCO 32001 CORELLE,216,18.5,6.4912,NULL,Corelle,NULL,Loza,NULL,UNI,UNIDADES
2036,PLATO SOPA BLANCO #32008,PLATO SOPA BLANCO #32008,216,16.9,5.9298,NULL,Corelle,NULL,Loa,NULL,UNI,UNIDADES
2037,VAJILLA X 16 PZAS APRICOT.CORELLE 31002,VAJILLA X 16 PZAS APRICOT.CORELLE 31002,216,115.6,40.5614,NULL,Corelle,NULL,Vidrio,NULL,UNI,UNIDADES
2038,JABONERA CON TAPA 01237 BASA,JABONERA CON TAPA 01237 BASA,221,15.6,5.4737,NULL,Basa,NULL,Plastico,NULL,UNI,UNIDADES
2039,ESPEJO 6' BAJO M904-6,ESPEJO 6' BAJO M904-6,221,46.9,16.4561,NULL,Decorlux,NULL,Meidano,NULL,UNI,UNIDADES
2040,SET BAÑO CANASTITA WB285,SET BAÑO CANASTITA WB285,221,49.99,17.5404,NULL,Decorlux,NULL,Estandar,NULL,UNI,UNIDADES
2041,DISPENSADOR DE JABON AUTUMN TA-SFR,DISPENSADOR DE JABON AUTUMN TA-SFR,221,28.65,10.0526,NULL,Autumn,NULL,Plastico,NULL,UNI,UNIDADES
2042,PORTA CEPILLO COLOR ARENA C/HOJA 36528,PORTA CEPILLO COLOR ARENA C/HOJA 36528,221,12.6,4.4211,NULL,Decorlux,NULL,Plastico,NULL,UNI,UNIDADES
2043,CORTINAS BAÑO TELA C/FORRO GUINDA/BEIGE,CORTINAS BAÑO TELA C/FORRO GUINDA/BEIGE,222,28.9,10.1404,NULL,Alondra,NULL,Estandar,NULL,UNI,UNIDADES
2044,CORTINAS DE BAÑO ALONDRA C/FORRO BEIGE,CORTINAS DE BAÑO ALONDRA C/FORRO BEIGE,222,39.65,13.9123,NULL,Alondra,NULL,Estandar,NULL,UNI,UNIDADES
2045,CORTINA DE BAÑO BAMBOO GREEN 3018,CORTINA DE BAÑO BAMBOO GREEN 3018,222,46.65,16.3684,NULL,Alondra,NULL,Estandar,NULL,UNI,UNIDADES
2046,MINI CANASTA STERLITE 16058024,MINI CANASTA STERLITE 16058024,223,52.5,18.4211,NULL,BLACK AND DECKER,NULL,Estandar,NULL,UNI,UNIDADES
2047,ORGANIZADOR DUCHA FP ANCHO 2153 HOMZ,ORGANIZADOR DUCHA FP ANCHO 2153 HOMZ,223,48.72,17.0947,NULL,BLACK AND DECKER,NULL,Estandar,NULL,UNI,UNIDADES
2048,REVISTERO B226,REVISTERO B226,223,39.65,13.9123,NULL,BLACK AND DECKER,NULL,Estandar,NULL,UNI,UNIDADES
2049,FELPUDO P/BADO BATHMAT DIB,FELPUDO P/BADO BATHMAT DIB,224,39.99,14.0316,NULL,Bathmat,NULL,Estandar,NULL,UNI,UNIDADES
2050,ALFOMBRA ROMERO 21X34 GARNET 283,ALFOMBRA ROMERO 21X34 GARNET 283,224,59.99,21.0491,NULL,Garnet,NULL,Mediano,NULL,UNI,UNIDADES
2051,ALFOMBRA 21X34 RIVIERA VERDE 421,ALFOMBRA 21X34 RIVIERA VERDE 421,224,71.85,25.2105,NULL,Rivera Verde,NULL,Grande,NULL,UNI,UNIDADES
2052,TOALLA 0.30 X 0.30 COLORES STDOS KARIZIA,TOALLA 0.30 X 0.30 COLORES STDOS KARIZIA,225,38.5,13.5088,NULL,Karizia,NULL,Mediano,NULL,UNI,UNIDADES
2053,TOALLA 500 GR 0.45 X 0.65CM. KARIZIA,TOALLA 500 GR 0.45 X 0.65CM. KARIZIA,225,39.99,14.0316,NULL,Karizia,NULL,Mediano,NULL,UNI,UNIDADES
2054,TOALLA CLASSIC BAÑO CREMA CANNON 1111,TOALLA CLASSIC BAÑO CREMA CANNON 1111,225,46.5,16.3158,NULL,Cannon,NULL,Grande,NULL,UNI,UNIDADES
2055,TOALLA BAÑO GRIS 2184 VELVET CANNON,TOALLA BAÑO GRIS 2184 VELVET CANNON,225,29.85,10.4737,NULL,Cannon,NULL,Pequeño,NULL,UNI,UNIDADES
2056,SET TAPERS MICROONDAS X2,SET TAPERS MICROONDAS X2,231,39.6,13.8947,NULL,Basa,NULL,Estandar,NULL,UNI,UNIDADES
2057,TAZON 21.5 CM C/TAPA MARINEX COL SURT,TAZON 21.5 CM C/TAPA MARINEX COL SURT,231,41.2,14.4561,NULL,Marinex,NULL,Estandar,NULL,UNI,UNIDADES
2058,CUCHILLO COCINA BLISTER 8' FACUSA,CUCHILLO COCINA BLISTER 8' FACUSA,232,29.99,10.5228,NULL,Facusa,NULL,Mediano,NULL,UNI,UNIDADES
2059,BLOCK 7 CUCHILLOS AV-033,BLOCK 7 CUCHILLOS AV-033,232,75.85,26.614,NULL,Facusa,NULL,Estandar,NULL,UNI,UNIDADES
2060,CUCHILLOS X5 PZ 407-850,CUCHILLOS X5 PZ 407-850,232,61.5,21.5789,NULL,Facusa,NULL,Estandar,NULL,UNI,UNIDADES
2061,ESCOBILLA LIMPIA VERDURAS PLANCHITA HUDE,ESCOBILLA LIMPIA VERDURAS PLANCHITA HUDE,233,10.5,3.6842,NULL,Hude,NULL,Mediano,NULL,UNI,UNIDADES
2062,CEPILLO PARA LAVAR PLATOS VIGAR,CEPILLO PARA LAVAR PLATOS VIGAR,233,17.44,6.1193,NULL,Vigar,NULL,Grande,NULL,UNI,UNIDADES
2063,ESCOBILLA P/OLLAS (NYLON)HUDE 11101200 1 UND,ESCOBILLA P/OLLAS (NYLON)HUDE 11101200 1 UND,233,16.9,5.9298,NULL,Hude,NULL,Pequeño,NULL,UNI,UNIDADES
2064,CEPILLO P/OLLAS DAINO 118/C,CEPILLO P/OLLAS DAINO 118/C,233,21.1,7.4035,NULL,Daino,NULL,Estandar,NULL,UNI,UNIDADES
2065,SET OLLAS 7 PZAS 881076,SET OLLAS 7 PZAS 881076,234,125.6,44.0702,NULL,Record,NULL,Aluminio,NULL,UNI,UNIDADES
2066,OLLA ABRILANTADA #30 320/30 RECORD,OLLA ABRILANTADA #30 320/30 RECORD,234,45.6,16,NULL,Record,NULL,Aluminio,NULL,UNI,UNIDADES
2067,CACEROLA BOMB.T/COLOR N.22 RECORD 323-22,CACEROLA BOMB.T/COLOR N.22 RECORD 323-22,234,51.45,18.0526,NULL,Record,NULL,Aluminio,NULL,UNI,UNIDADES
2068,CUCHARA MEDIANA MADERA,CUCHARA MEDIANA MADERA,235,15.6,5.4737,NULL,Lumber,NULL,Madera,NULL,UNI,UNIDADES
2069,MOLDE P/ ARROZ MADERA,MOLDE P/ ARROZ MADERA,235,8.5,2.9825,NULL,Lumber,NULL,Madera,NULL,UNI,UNIDADES
2070,RODILLO GRANDE MADERA,RODILLO GRANDE MADERA,235,21.5,7.5439,NULL,Lumber,NULL,Madera,NULL,UNI,UNIDADES
2071,ENVASE MADERA P/MATES,ENVASE MADERA P/MATES,235,26.6,9.3333,NULL,Lumber,NULL,Madera,NULL,UNI,UNIDADES
2072,GANCHOS P/CORTINA ILUSSION SP8D68A,GANCHOS P/CORTINA ILUSSION SP8D68A,241,9.99,3.5053,NULL,Ilussion,NULL,Plastico,NULL,UNI,UNIDADES
2073,PROTECTOR P/VESTIDO CHAQUET AZUL/GRIS,PROTECTOR P/VESTIDO CHAQUET AZUL/GRIS,241,22.3,7.8246,NULL,Homex,NULL,Estandar,NULL,UNI,UNIDADES
2074,GANCHOS P/CORTINA HOOKS,GANCHOS P/CORTINA HOOKS,241,12.6,4.4211,NULL,Hooks,NULL,Estandar,NULL,UNI,UNIDADES
2075,PORTACORBATAS MOD.0038 HOMEX,PORTACORBATAS MOD.0038 HOMEX,242,35.5,12.4561,NULL,Homex,NULL,Estandar,NULL,UNI,UNIDADES
2076,COLGADOR CAMISERO,COLGADOR CAMISERO,242,16.3,5.7193,NULL,Homex,NULL,Plastico,NULL,UNI,UNIDADES
2077,COLGADOR CORBATA,COLGADOR CORBATA,242,12.3,4.3158,NULL,Homex,NULL,Plastico,NULL,UNI,UNIDADES
2078,COLGADORES P/FALDAS MULTIPLE,COLGADORES P/FALDAS MULTIPLE,242,26.3,9.2281,NULL,Hooks,NULL,Plastico,NULL,UNI,UNIDADES
2079,ADORNO ALCANCIA FLOR STDO M23009,ADORNO ALCANCIA FLOR STDO M23009,251,36.9,12.9474,NULL,Decorama,NULL,Estandar,NULL,UNI,UNIDADES
2080,ADORNO ALCANCIA OSO ROSA/CELEST BY2103AB,ADORNO ALCANCIA OSO ROSA/CELEST BY2103AB,251,45.6,16,NULL,Decorama,NULL,Estandar,NULL,UNI,UNIDADES
2081,ADORNO CRUZ ROSADA/CELESTE CB-31214AB,ADORNO CRUZ ROSADA/CELESTE CB-31214AB,251,55.1,19.3333,NULL,Fixie,NULL,Estandar,NULL,UNI,UNIDADES
2082,ADORNO COCHES ROSADO/CELESTE CB31202AB,ADORNO COCHES ROSADO/CELESTE CB31202AB,251,58.9,20.6667,NULL,Fixie,NULL,Estandar,NULL,UNI,UNIDADES
2083,PILETA DECORATIVAS STA20247B FIJEDA,PILETA DECORATIVAS STA20247B FIJEDA,251,78.5,27.5439,NULL,FIxie,NULL,Estandar,NULL,UNI,UNIDADES
2084,CUADRO COLLAGE 33X33 VINO YT323031,CUADRO COLLAGE 33X33 VINO YT323031,252,75.6,26.5263,NULL,Decorlux,NULL,Estandar,NULL,UNI,UNIDADES
2085,CUADRO COLLAGE 26X33 COCINERO YT325323,CUADRO COLLAGE 26X33 COCINERO YT325323,252,88.4,31.0175,NULL,Decorlux,NULL,Estandar,NULL,UNI,UNIDADES
2086,CUADRO COLLAGE 31X41 VINO YT325121,CUADRO COLLAGE 31X41 VINO YT325121,252,96.3,33.7895,NULL,Decorama,NULL,Estandar,NULL,UNI,UNIDADES
2087,CUADRO COLLAGE 26X28 CASA YT322034,CUADRO COLLAGE 26X28 CASA YT322034,252,125.9,44.1754,NULL,Fazinni,NULL,Estandar,NULL,UNI,UNIDADES
2088,CUADRO COLLAGE 33X33 GOLF YT323032,CUADRO COLLAGE 33X33 GOLF YT323032,252,174.6,61.2632,NULL,Fazinni,NULL,Estandar,NULL,UNI,UNIDADES
2089,CUADRO COLLAGE 30X40 PESCA YT321034,CUADRO COLLAGE 30X40 PESCA YT321034,252,99.9,35.0526,NULL,Fazinni,NULL,Estandar,NULL,UNI,UNIDADES
2090,CUADRO BELLA 130X70,CUADRO BELLA 130X70,252,23.4,8.2105,NULL,Quadretto,NULL,Estandar,NULL,UNI,UNIDADES
2091,CUADRO PT2110 Pintura,CUADRO PT2110 Pintura,252,199.9,70.1404,NULL,Quadretto,NULL,Estandar,NULL,UNI,UNIDADES
2092,CUADRO PT2333 Pintura,CUADRO PT2333 Pintura,252,35,12.2807,NULL,Quadretto,NULL,Estandar,NULL,UNI,UNIDADES
2093,CUADRO COLLAGE 30X40 BOSQUE YT321034,CUADRO COLLAGE 30X40 BOSQUE YT321034,252,120.99,42.4526,NULL,Fazinni,NULL,Estandar,NULL,UNI,UNIDADES
2094,CUADRO PT2116 Tríptico,CUADRO PT2116 Tríptico,252,169.99,59.6456,NULL,Quadretto,NULL,Estandar,NULL,UNI,UNIDADES
2095,CUADRO THE BOY 540X250,CUADRO THE BOY 540X250,252,99.9,35.0526,NULL,Quadretto,NULL,Estandar,NULL,UNI,UNIDADES
2096,CUADRO I LOVE YOU,CUADRO I LOVE YOU,252,79,27.7193,NULL,Quadretto,NULL,Estandar,NULL,UNI,UNIDADES
2097,CUADRO COLLAGE 30X40 PAISAJE YT321034,CUADRO COLLAGE 30X40 PAISAJE YT321034,252,119.99,42.1018,NULL,Fazinni,NULL,Estandar,NULL,UNI,UNIDADES
2098,CUADRO PT2352 Pintura,CUADRO PT2352 Pintura,252,149.99,52.6281,NULL,Quadretto,NULL,Estandar,NULL,UNI,UNIDADES
2099,CUADRO PT1221 Pintura,CUADRO PT1221 Pintura,252,230,80.7018,NULL,Quadretto,NULL,Estandar,NULL,UNI,UNIDADES
2100,JARDIN ZEN,JARDIN ZEN,253,45.6,16,NULL,Fixie,NULL,Estandar,NULL,UNI,UNIDADES
2101,CAJA CHICA CUADRADA DECORATIVA MADERA,CAJA CHICA CUADRADA DECORATIVA MADERA,253,55.2,19.3684,NULL,Decorlux,NULL,Estandar,NULL,UNI,UNIDADES
2102,ORGANIZADOR LAPICES JEAN,ORGANIZADOR LAPICES JEAN,253,29.6,10.386,NULL,Decorama,NULL,Estandar,NULL,UNI,UNIDADES
2103,PORTAVELA MOSAICO REDON.BLUE MOS090927,PORTAVELA MOSAICO REDON.BLUE MOS090927,254,18.6,6.5263,NULL,Christian's,NULL,Estandar,NULL,UNI,UNIDADES
2104,CANDELABRO MENSAJE ORIENTAL STDO,CANDELABRO MENSAJE ORIENTAL STDO,254,56.3,19.7544,NULL,Christian's,NULL,Estandar,NULL,UNI,UNIDADES
2105,CENICERO LUDE11 09461 JCRIS I 235F,CENICERO LUDE11 09461 JCRIS I 235F,254,38.54,13.5228,NULL,Fazinni,NULL,Estandar,NULL,UNI,UNIDADES
2106,JOYERO CORAZON 11 CM 24700,JOYERO CORAZON 11 CM 24700,254,96.35,33.807,NULL,Christian's,NULL,Estandar,NULL,UNI,UNIDADES
2107,Campana F-2060B,Campana F-2060B,261,289.75,84.72,NULL,Ilumi,NULL,Grande,NULL,UNI,UNIDADES
2108,Campana CONCORDE BLANCA 60,Campana CONCORDE BLANCA 60,261,360.05,105.28,NULL,BOSCH,NULL,Grande,NULL,UNI,UNIDADES
2109,Campana CONCORDE 90 BL,Campana CONCORDE 90 BL,261,455.05,133.6,NULL,BOSCH,NULL,Estandar,NULL,UNI,UNIDADES
2110,Cocina a Gas STYLE B BL,Cocina a Gas STYLE B BL,262,1101.5,321.92,NULL,BOSCH,NULL,Acero,NULL,UNI,UNIDADES
2111,Cocina Gas MAJESTY PLUS N.G.,Cocina Gas MAJESTY PLUS N.G.,262,151.39,517.65,NULL,Emerson,NULL,Metal,NULL,UNI,UNIDADES
2112,Cocina Gas VERONA,Cocina Gas VERONA,262,907.25,265.28,NULL,Indurama,NULL,Gas,NULL,UNI,UNIDADES
2113,Cocina Gas GRANADA-CR,Cocina Gas GRANADA-CR,262,806.55,235.84,NULL,Indurama,NULL,Gas,NULL,UNI,UNIDADES
2114,Lavadora LMD 1020,Lavadora LMD 1020,263,585.048,205.28,NULL,Mabe,NULL,Mediano,NULL,UNI,UNIDADES
2115,Lavadora digital WF 8617,Lavadora digital WF 8617,263,965.8365,338.89,NULL,LG,NULL,Digital,NULL,UNI,UNIDADES
2116,Lavadora digital TOP 26,Lavadora digital TOP 26,263,914.3655,320.83,NULL,ELECTROLUX,NULL,Digital,NULL,UNI,UNIDADES
2117,Lavadora WF 6746,Lavadora WF 6746,263,594.51,208.6,NULL,LG,NULL,Estandar,NULL,UNI,UNIDADES
2118,Horno Microondas MS-2342H,Horno Microondas MS-2342H,264,220.875,77.5,NULL,LG,NULL,Mediano,NULL,UNI,UNIDADES
2119,Horno Microondas Cheff Samsung,Horno Microondas Cheff Samsung,264,315.894,110.84,NULL,Samsung,NULL,Grande,NULL,UNI,UNIDADES
2120,Horno Microondas MS 1922G,Horno Microondas MS 1922G,264,282.1215,98.99,NULL,Mabe,NULL,Pequeño,NULL,UNI,UNIDADES
2121,Horno Microondas HMM11DGB,Horno Microondas HMM11DGB,264,410.8275,144.15,NULL,Emerson,NULL,Estandar,NULL,UNI,UNIDADES
2122,Refrigeradora GR-292,Refrigeradora GR-292,265,1170.78,410.8,NULL,LG,NULL,Estandar,NULL,UNI,UNIDADES
2123,Refrigeradora EM 16II,Refrigeradora EM 16II,265,1028.3655,360.83,NULL,Emerson,NULL,Estandar,NULL,UNI,UNIDADES
2124,Refrigeradora con tablero digital FR-521NT,Refrigeradora con tablero digital FR-521NT,265,1242.1155,435.83,NULL,Daewoo,NULL,Digital,NULL,UNI,UNIDADES
2125,Refrigeradora GR-T342,Refrigeradora GR-T342,265,1186.683,416.38,NULL,LG,NULL,Estandar,NULL,UNI,UNIDADES
2126,Refrigeradora RE 34XAA,Refrigeradora RE 34XAA,265,1680.075,589.5,NULL,Mabe,NULL,Estandar,NULL,UNI,UNIDADES
2127,Aspiradora Z-1172,Aspiradora Z-1172,266,347.529,121.94,NULL,ELECTROLUX,NULL,Estandar,NULL,UNI,UNIDADES
2128,Aspiradora V-CP743NB,Aspiradora V-CP743NB,266,110.0385,38.61,NULL,LG,NULL,Estandar,NULL,UNI,UNIDADES
2129,Aspiradora BEETLE,Aspiradora BEETLE,266,165.4425,58.05,NULL,ELECTROLUX,NULL,Estandar,NULL,UNI,UNIDADES
2130,Licuadora HR 1760,Licuadora HR 1760,267,78.375,27.5,NULL,Philips,NULL,Estandar,NULL,UNI,UNIDADES
2131,Licuadora multiusos BL 77,Licuadora multiusos BL 77,267,106.7895,37.47,NULL,Imaco,NULL,Multiusos,NULL,UNI,UNIDADES
2132,Licuadora Digital MX2050,Licuadora Digital MX2050,267,135.375,47.5,NULL,Braun,NULL,Digital,NULL,UNI,UNIDADES
2133,Licuadora+Batidora IB850+MX42,Licuadora+Batidora IB850+MX42,267,87.894,30.84,NULL,BLACK AND DECKER,NULL,Estandar,NULL,UNI,UNIDADES
2134,Sofa de cuero 2 metros,Sofa de cuero 2 metros,271,2059,722.4561,NULL,Alphie,NULL,Estandar,NULL,UNI,UNIDADES
2135,Sofa New York,Sofa New York,271,1999,701.4035,NULL,Svenson,NULL,Estandar,NULL,UNI,UNIDADES
2136,Sofa Excelciur,Sofa Excelciur,271,1980,694.7368,NULL,Rhobimson,NULL,Estandar,NULL,UNI,UNIDADES
2137,Sala comedor CIELO,Sala comedor CIELO,271,1600,561.4035,NULL,Svenson,NULL,Estandar,NULL,UNI,UNIDADES
2138,Sofa Lord Voldemord,Sofa Lord Voldemord,271,2059,722.4561,NULL,Rhobimson,NULL,Estandar,NULL,UNI,UNIDADES
2139,Juego de comedor HORCRUXES,Juego de comedor HORCRUXES,271,3670,1287.7193,NULL,Alphie,NULL,Estandar,NULL,UNI,UNIDADES
2140,Sofa Svenson Gold,Sofa Svenson Gold,271,2059,722.4561,NULL,Rhobimson,NULL,Estandar,NULL,UNI,UNIDADES
2141,Sofa Ingles,Sofa Ingles,271,2000,701.7544,NULL,Alphie,NULL,Estandar,NULL,UNI,UNIDADES
2142,Sala comedor River Plate,Sala comedor River Plate,271,3450,1210.5263,NULL,Svenson,NULL,Estandar,NULL,UNI,UNIDADES
2143,Sala comedor GOLD,Sala comedor GOLD,271,3000,1052.6316,NULL,Alphie,NULL,Estandar,NULL,UNI,UNIDADES
2144,Sofa Alexandra,Sofa Alexandra,271,2059,722.4561,NULL,Svenson,NULL,Estandar,NULL,UNI,UNIDADES
2145,Mesa Central Inglesa,Mesa Central Inglesa,271,879,308.4211,NULL,Chariter,NULL,Estandar,NULL,UNI,UNIDADES
2146,Sofa Manhatan,Sofa Manhatan,271,3740,1312.2807,NULL,Svenson,NULL,Estandar,NULL,UNI,UNIDADES
2147,Sofa de 2 cuerpos Savanah,Sofa de 2 cuerpos Savanah,271,4500,1578.9474,NULL,Svenson,NULL,Estandar,NULL,UNI,UNIDADES
2148,Centro de entreteniemiento de sala,Centro de entreteniemiento de sala,271,1137.15,399,NULL,BLACK AND DECKER,NULL,Estandar,NULL,UNI,UNIDADES
2149,Sillas Atlanta jgo 6 sillas,Sillas Atlanta jgo 6 sillas,272,459,161.0526,NULL,Comodoy,NULL,Estandar,NULL,UNI,UNIDADES
2150,Juego de comedor NIAG,Juego de comedor NIAG,272,2099.99,736.8386,NULL,Chariter,NULL,Estandar,NULL,UNI,UNIDADES
2151,Bar STM07,Bar STM07,273,559.99,196.4877,NULL,South Hampton,NULL,Estandar,NULL,UNI,UNIDADES
2152,Mesa Central Inglesa Bocaccio,Mesa Central Inglesa Bocaccio,273,789.9,277.1579,NULL,Chariter,NULL,Estandar,NULL,UNI,UNIDADES
2153,Archivador multiusos,Archivador multiusos,273,740.9715,259.99,NULL,BLACK AND DECKER,NULL,Estandar,NULL,UNI,UNIDADES
2154,Centro de entreteniemiento ITAL,Centro de entreteniemiento ITAL,273,2499,876.8421,NULL,Ital,NULL,Estandar,NULL,UNI,UNIDADES
2155,Cama 720106 ROYALE IBIZA 1.5 Plz,Cama 720106 ROYALE IBIZA 1.5 Plz,274,458.394,160.84,NULL,Comodoy,NULL,Estandar,NULL,UNI,UNIDADES
2156,Cama MONTREAL 2 Plz,Cama MONTREAL 2 Plz,274,404.415,141.9,NULL,Comodoy,NULL,Estandar,NULL,UNI,UNIDADES
2157,Cama COMBO FASCINACION 1.5 Plz,Cama COMBO FASCINACION 1.5 Plz,274,524.115,183.9,NULL,Komfort,NULL,Estandar,NULL,UNI,UNIDADES
2158,"Centro de Entretenimiento 21"" CVS 0802","Centro de Entretenimiento 21"" CVS 0802",274,276.3075,96.95,NULL,Ital,NULL,Estandar,NULL,UNI,UNIDADES
2159,Set Edredon 1.5 plazas,Set Edredon 1.5 plazas,274,199.99,70.1719,NULL,Fabella,NULL,Estandar,NULL,UNI,UNIDADES
3001,Mechero Arizona,Mechero Arizona,311,49.99,17.5404,NULL,Silicon,NULL,Metal,NULL,UNI,UNIDADES
3002,BROCHETA BAMBU 15CM X 100UNDS,BROCHETA BAMBU 15CM X 100UNDS,311,28.6,10.0351,NULL,Silicon,NULL,Acero,NULL,UNI,UNIDADES
3003,PINZA PARRILLERA EN BLISTER FACUSA,PINZA PARRILLERA EN BLISTER FACUSA,311,21.6,7.5789,NULL,Facusa,NULL,Acero,NULL,UNI,UNIDADES
3004,CUCHILLO PARRILLERO BLISTER FACUSA,CUCHILLO PARRILLERO BLISTER FACUSA,311,45.6,16,NULL,Facusa,NULL,Acero,NULL,UNI,UNIDADES
3005,ESPATULA PARRILLERA EN BLISTER FACUSA,ESPATULA PARRILLERA EN BLISTER FACUSA,311,22.5,7.8947,NULL,Facusa,NULL,Acero,NULL,UNI,UNIDADES
3006,Carpa Tubo Mountain Gear,Carpa Tubo Mountain Gear,312,35,12.2807,NULL,Mountain Gear,NULL,Lona,NULL,UNI,UNIDADES
3007,Mochila Samsonite Campamento,Mochila Samsonite Campamento,312,50,17.5439,NULL,Samsonite,NULL,Revestida,NULL,UNI,UNIDADES
